380553,London,location,51.50853,-0.12574
441278,Londonderry,location,54.9981,-7.30934
412771,London Borough of Bromley,location,51.40606,0.01519
441793,London Borough of Ealing,location,51.51216,-0.30204
315090,London Gatwick,airport,51.160465240478516,-0.17620690166950226
315110,London Heathrow,airport,51.4708554,-0.452638
319635,London Kings Cross,station,51.5322147,-0.1236132
319642,London Victoria,station,51.4951254,-0.1441889
440610,Wellington,location,52.700268,-2.5172124
3867970,Wellington, Somerset,location,50.98102,-3.223486
394246,Wellington,location,-41.28664,174.77557
464750,Wellington,location,26.65868,-80.24144
315904,Wellington,airport,-41.32931,174.8122
380868,Winchester,location,51.06513,-1.3187
410015,Winchester,location,36.12997,-115.11889
465366,Winchester,location,39.18566,-78.16333
465574,Winchester,location,42.45232,-71.137
464925,Winchester,location,37.99008,-84.17965
461608,Winchester Center,location,41.9001,-73.13483
465259,Winchester,location,35.18592,-86.11221
372864,Winchester,location,45.1,-75.35
380754,Southampton,location,50.90395,-1.40428
461748,Southampton,location,42.22926,-72.73009
372760,Southampton,location,44.5,-81.366667
315092,Southampton,airport,50.950801849365234,-1.361680030822754
380520,Leeds,location,53.79648,-1.54785
408553,Leeds,location,33.54816,-86.54443
315113,Leeds/Bradford,airport,53.86852,-1.661234
319547,Leeds Railway Station,station,53.7946793,-1.54732
380741,Sheffield,location,53.38297,-1.4659
411171,Sheffield Lake,location,41.48754,-82.10154
408573,Sheffield,location,34.76509,-87.69864
315123,Doncaster/Sheffield,airport,53.48099,-1.011202
14933913,Baltimore,location,51.48333,-9.36667
410121,Baltimore,location,39.29038,-76.61219
461067,Baltimore Highlands,location,39.23316,-76.63663
410416,New Baltimore,location,42.68114,-82.73686
465354,New Baltimore,location,38.76734,-77.72833
316384,Baltimore,airport,39.17969,-76.66885
380104,Bath,location,51.37795,-2.35907
380105,Bathgate,location,55.90204,-3.64398
437451,La Bathie,location,45.62813,6.45106
455332,Bathurst,location,-33.41665,149.5806
313978,Bathurst,airport,-33.40671,149.6507
314375,Bathurst,airport,47.6299,-65.7357
406120,Ljubljana,location,46.05108,14.50513
313875,Ljubljana,airport,46.23076,14.45495
380214,Chester,location,53.1905,-2.89189
380215,Chesterfield,location,53.25,-1.41667
380216,Chester-le-Street,location,54.85862,-1.57408
412938,Great Chesterford,location,52.062757,0.19682
410564,Chesterfield,location,38.66311,-90.57707
465185,Chester,location,39.84956,-75.35575
465336,Chester,location,37.35682,-77.44165
409861,Chesterton,location,41.61059,-87.0642
369241,Charleroi,location,50.41136,4.44448
314029,Charleroi,airport,50.46186,4.458346
375448,Limassol,location,34.675,33.03333
375446,Larnaca,location,34.91667,33.62917
314817,Larnaca,airport,34.8703,33.61128
380521,Leicester,location,52.6386,-1.13169
410265,Leicester,location,42.24593,-71.90868
380535,Lincoln,location,53.22683,-0.53792
465658,Lincoln,location,40.8,-96.66696
408892,Lincoln,location,38.89156,-121.29301
368323,Lincoln,location,-34.86649,-61.5302
313896,Port Lincoln,airport,-34.60528,135.8803
316475,Lincoln,airport,40.85018,-96.76126
380378,Glasgow,location,55.86515,-4.25763
413151,Port Glasgow,location,55.93464,-4.6895
464687,Glasgow,location,39.60483,-75.74521
409992,Glasgow,location,36.99588,-85.91192
315104,Glasgow,airport,55.864158630371094,-4.4319658279418945
315106,Glasgow/Prestwick,airport,55.50911,-4.610898
319134,Glasgow Central,station,55.8583757,-4.2587157
380636,Norwich,location,52.62783,1.29834
465397,Norwich,location,41.52426,-72.07591
409217,Norwich,location,42.53118,-75.52351
372582,Norwich,location,42.983333,-80.6
315126,Norwich,airport,52.670509338378906,1.2715598344802856
380650,Oxford,location,51.75222,-1.25596
465160,Oxford,location,39.507,-84.74523
464654,Oxford,location,33.61427,-85.83496
465069,Oxford,location,34.3665,-89.51925
465399,Oxford,location,41.43399,-73.11678
465105,Oxford,location,36.3107,-78.59083
408562,Oxford,location,42.11676,-71.86479
465189,Oxford,location,39.78539,-75.97883
368750,Sydney,location,-33.86785,151.20732
372787,Sydney,location,46.1351,-60.1831
372786,Sydney Mines,location,46.23669,-60.21767
455223,North Sydney,location,-33.84056,151.20722
313938,Sydney,airport,-33.93634,151.1662
314350,Sydney,airport,46.1673,-60.04716
380696,Reading,location,51.45625,-0.97113
410310,Reading,location,40.33565,-75.92687
465559,Reading,location,42.52565,-71.09533
465162,Reading,location,39.22367,-84.44216
410297,North Reading,location,42.57509,-71.07867
406000,Helsingborg,location,56.04673,12.69437
314871,Helsingborg,airport,56.28734,12.86746
440608,Wells,location,51.20794,-2.64896
440607,Wells-on-Sea,location,52.95164,0.8511
380711,Royal Tunbridge Wells,location,51.13245,0.26333
380542,Llandrindod Wells,location,52.24164,-3.37868
314467,Norman Wells,airport,65.28225,-126.7992
380796,Swindon,location,51.55797,-1.78116
459151,Islamabad,location,33.72148,73.04329
313723,Islamabad,airport,33.62292,73.09637
397993,Lahore,location,31.54972,74.34361
315328,Lahore,airport,31.52139,74.40444
465848,Glendale,location,33.53865,-112.18599
408619,Glendale,location,34.14251,-118.25508
409728,Glendale Heights,location,41.91031,-88.07174
465834,Glendale,location,43.13529,-87.93564
463090,Glendale,location,-17.35514,31.06718
465015,Glendale,location,38.59589,-90.37706
462413,North Glendale,location,34.16056,-118.26452
427779,Alhambra,location,38.89925,-3.05333
408692,Alhambra,location,34.09529,-118.12701
465307,Pasadena,location,29.69106,-95.2091
408971,Pasadena,location,34.14778,-118.14452
464979,Pasadena,location,39.10733,-76.57108
409071,South Pasadena,location,34.11612,-118.15035
462347,East Pasadena,location,34.14612,-118.09424
408735,Burbank,location,34.18084,-118.30897
465441,Burbank,location,41.73392,-87.7795
316319,Burbank,airport,34.19642,-118.3505
368752,Taree,location,-31.91099,152.45387
313977,Taree,airport,-31.89032,152.5094
376427,Erlangen,location,49.59561,10.99497
368586,Wiener Neustadt,location,47.8,16.25
368585,Wiener Neudorf,location,48.08278,16.31384
417376,Wienhausen,location,52.58021,10.18862
16805257,Wiencourt-l'Equipee,location,49.84624,2.6117
314834,Poznań–Ławica Henryk Wieniawski Airport,airport,52.41747,16.88414
313881,Vienna,airport,48.121095,16.5612678
379448,Gentilly,location,48.81294,2.3417
376511,Genthin,location,52.40668,12.1592
